Date,Open,High,Low,Close,Adj Close,Volume
2020-11-27,213.199997,213.839996,208.619995,211.389999,211.389999,5363200
2020-11-30,212.509995,215.830002,207.089996,214.119995,214.119995,12976100
2020-12-01,217.149994,220.570007,214.339996,216.539993,216.539993,10137400
2020-12-02,215.600006,215.750000,210.500000,212.559998,212.559998,7537400
2020-12-03,213.330002,216.929993,213.110001,214.539993,214.539993,7645200
2020-12-04,214.880005,218.552994,213.009995,217.770004,217.770004,6214600
2020-12-07,217.389999,219.320007,216.309998,217.929993,217.929993,5363400
2020-12-08,216.324997,218.720001,215.570007,216.940002,216.940002,5419600
2020-12-09,217.000000,218.940002,209.250000,210.800003,210.800003,7807500
2020-12-10,208.360001,216.229996,206.649994,215.339996,215.339996,6556800
2020-12-11,213.389999,215.000000,210.419998,214.059998,214.059998,4283400
2020-12-14,215.949997,223.160004,215.000000,220.789993,220.789993,9759400
2020-12-15,221.929993,222.309998,217.119995,221.600006,221.600006,6508100
2020-12-16,224.800003,231.149994,224.610001,230.199997,230.199997,10110000
2020-12-17,234.509995,238.100006,232.399994,235.509995,235.509995,8914100
2020-12-18,236.660004,237.169998,232.279999,236.449997,236.449997,11534700
2020-12-21,232.619995,239.751007,232.201004,237.720001,237.720001,8156000
2020-12-22,240.164993,243.679993,238.089996,243.490005,243.490005,6331700
2020-12-23,243.600006,244.250000,238.330002,239.440002,239.440002,6421300
2020-12-24,240.360001,242.119995,238.089996,238.639999,238.639999,3053800
2020-12-28,243.500000,243.500000,235.250000,235.729996,235.729996,7079500
2020-12-29,236.000000,236.250000,229.679993,231.029999,231.029999,8316100
2020-12-30,232.190002,233.839996,230.020004,231.509995,231.509995,6017600
2020-12-31,232.000000,234.690002,229.690002,234.199997,234.199997,5002700
2021-01-04,237.800003,237.996994,227.535004,231.919998,231.919998,8148700
2021-01-05,230.470001,235.639999,229.800003,234.910004,234.910004,5047800
2021-01-06,228.940002,232.490005,225.701996,226.830002,226.830002,9211700
2021-01-07,229.460007,235.600006,229.220001,235.039993,235.039993,7107900
2021-01-08,237.429993,242.910004,236.069000,242.460007,242.460007,6767700
2021-01-11,238.039993,240.839996,234.089996,237.500000,237.500000,5073100
2021-01-12,237.619995,238.800003,233.830002,237.639999,237.639999,4136600
2021-01-13,236.570007,247.440002,236.539993,244.899994,244.899994,7354900
2021-01-14,246.869995,249.850006,241.539993,242.059998,242.059998,6976700
2021-01-15,242.250000,244.563004,235.033997,239.789993,239.789993,8373300
2021-01-19,243.300003,248.740005,241.000000,247.250000,247.250000,7436800
2021-01-20,248.850006,249.649994,244.139999,244.259995,244.259995,5803200
2021-01-21,246.669998,250.369995,243.580002,248.639999,248.639999,10336600
2021-01-22,246.649994,254.389999,246.199997,252.000000,252.000000,7800500
2021-01-25,253.800003,254.389999,242.220001,247.750000,247.750000,8499400
2021-01-26,246.899994,248.759995,240.029999,241.000000,241.000000,7883000
2021-01-27,234.699997,235.399994,225.000000,229.940002,229.940002,11787000
2021-01-28,235.000000,241.554993,232.210007,237.789993,237.789993,8295500
2021-01-29,238.649994,240.869995,232.660004,234.309998,234.309998,9805800
2021-02-01,238.369995,244.139999,235.399994,241.850006,241.850006,7788200
2021-02-02,243.610001,250.190002,240.529999,249.100006,249.100006,7082800
2021-02-03,253.960007,254.315002,247.389999,251.899994,251.899994,13545700
2021-02-04,265.339996,274.940002,260.850006,270.429993,270.429993,23840900
2021-02-05,268.609985,270.000000,264.709991,269.440002,269.440002,7978600
2021-02-08,276.880005,282.699005,274.623993,282.170013,282.170013,10065500
2021-02-09,280.380005,286.890015,276.510010,284.200012,284.200012,8697000
2021-02-10,285.100006,286.079987,278.401001,283.179993,283.179993,9364500
2021-02-11,287.329987,302.100006,281.600006,285.029999,285.029999,21371100
2021-02-12,292.640015,299.339996,289.320007,298.369995,298.369995,11882200
2021-02-16,306.399994,309.140015,298.179993,304.790009,304.790009,13597700
2021-02-17,297.630005,301.500000,290.559998,297.200012,297.200012,9879800
2021-02-18,291.130005,292.970001,285.029999,290.809998,290.809998,9715500
2021-02-19,292.119995,293.940002,285.459991,286.920013,286.920013,9413800
2021-02-22,281.420013,285.000000,273.290009,273.850006,273.850006,13132500
2021-02-23,259.690002,267.250000,252.559998,265.000000,265.000000,20440300
2021-02-24,266.105011,268.665985,259.100006,266.070007,266.070007,10840000
2021-02-25,262.760010,266.000000,251.419998,253.940002,253.940002,13403300
2021-02-26,257.450012,261.859985,253.113998,259.850006,259.850006,11915200
2021-03-01,268.894989,274.540009,265.720001,273.630005,273.630005,10558500
2021-03-02,275.959991,277.500000,268.910004,269.190002,269.190002,8484900
2021-03-03,265.019989,267.660004,253.250000,255.059998,255.059998,10841800
2021-03-04,251.759995,254.800003,232.270004,239.070007,239.070007,18878800
2021-03-05,243.119995,243.748001,223.089996,239.050003,239.050003,16830200
2021-03-08,239.000000,241.330002,225.649994,226.089996,226.089996,13340300
2021-03-09,240.979996,244.440002,236.039993,241.759995,241.759995,12071200
2021-03-10,249.309998,249.960007,241.270004,242.070007,242.070007,9508000
2021-03-11,247.119995,254.919998,246.529999,253.830002,253.830002,9234200
2021-03-12,249.490005,251.548004,244.302994,250.350006,250.350006,7609700
2021-03-15,251.417999,252.000000,246.789993,249.979996,249.979996,7052100
2021-03-16,253.419998,254.779999,247.550003,249.309998,249.309998,7370400
2021-03-17,245.839996,254.460999,242.899994,251.470001,251.470001,6340100
2021-03-18,246.460007,247.270004,237.800003,238.410004,238.410004,9318900
2021-03-19,239.630005,243.149994,237.130005,241.279999,241.279999,10555100
2021-03-22,242.029999,246.949997,240.850006,244.384995,244.384995,5790200
2021-03-23,245.550003,246.839996,242.250000,243.770004,243.770004,5093200
2021-03-24,244.490005,244.970001,233.759995,234.270004,234.270004,6097300
2021-03-25,232.630005,235.339996,227.520004,234.240005,234.240005,8846600
2021-03-26,233.619003,241.309998,232.300003,241.029999,241.029999,8217600
2021-03-29,241.580002,243.199997,233.610001,235.669998,235.669998,7510900
2021-03-30,236.880005,238.360001,232.630005,236.539993,236.539993,6242000
2021-03-31,238.110001,245.229996,237.270004,242.839996,242.839996,7633400
2021-04-01,248.039993,252.649002,246.039993,247.539993,247.539993,6990100
2021-04-05,250.509995,251.759995,245.699997,251.020004,251.020004,5744400
2021-04-06,251.649994,255.000000,249.500000,253.190002,253.190002,5580400
2021-04-07,253.074997,259.220001,251.070007,255.600006,255.600006,7243200
2021-04-08,260.160004,265.000000,258.170013,264.500000,264.500000,9059100
2021-04-09,262.980011,266.940002,261.380005,266.769989,266.769989,6689700
2021-04-12,265.390015,270.329987,262.589996,269.029999,269.029999,6681200
2021-04-13,271.266998,276.869995,271.000000,275.429993,275.429993,7284400
2021-04-14,275.839996,277.859985,266.200012,267.209991,267.209991,8507200
2021-04-15,271.359985,276.119995,270.160004,274.000000,274.000000,7542800
2021-04-16,273.160004,274.149994,268.589996,269.869995,269.869995,6061600
2021-04-19,267.130005,268.500000,263.899994,267.910004,267.910004,5258200
2021-04-20,269.619995,272.579987,262.239990,264.429993,264.429993,6208400
2021-04-21,261.410004,266.000000,259.269989,264.890015,264.890015,4669100
2021-04-22,265.130005,268.160004,259.399994,262.269989,262.269989,5983200
2021-04-23,260.970001,267.790009,260.970001,266.029999,266.029999,6297500
2021-04-26,266.660004,271.750000,265.920013,271.720001,271.720001,5327800
2021-04-27,272.049988,273.820007,268.029999,268.820007,268.820007,4296200
2021-04-28,268.757996,275.250000,267.170013,271.089996,271.089996,5530300
2021-04-29,273.260010,273.869995,263.529999,267.850006,267.850006,5663700
2021-04-30,265.000000,266.149994,261.600006,262.290009,262.290009,6594500
2021-05-03,265.059998,265.799988,256.179993,259.089996,259.089996,7522000
2021-05-04,255.729996,256.799988,246.649994,250.160004,250.160004,9217300
2021-05-05,254.919998,254.919998,246.244995,247.399994,247.399994,9507300
2021-05-06,256.000000,256.308990,245.110001,252.020004,252.020004,17998700
2021-05-07,255.919998,258.640015,251.639999,253.360001,253.360001,10170000
2021-05-10,252.014999,252.410004,243.449997,243.630005,243.630005,8909200
2021-05-11,235.000000,250.554993,233.610001,248.600006,248.600006,9258200
2021-05-12,240.589005,246.500000,238.820007,239.910004,239.910004,8649800
2021-05-13,241.919998,245.679993,237.800003,240.800003,240.800003,7274000
2021-05-14,244.018997,247.119995,242.270004,246.289993,246.289993,6729700
2021-05-17,245.149994,246.240005,240.600006,244.360001,244.360001,5185100
2021-05-18,243.500000,247.434998,242.654999,243.210007,243.210007,4726800
2021-05-19,235.860001,245.339996,235.110001,244.630005,244.630005,7210500
2021-05-20,246.990005,252.929993,245.350006,251.539993,251.539993,8112900
2021-05-21,253.800995,255.210007,250.410004,250.690002,250.690002,6842200
2021-05-24,254.130005,257.600006,252.429993,257.170013,257.170013,6370100
2021-05-25,258.500000,260.369995,257.279999,258.649994,258.649994,6048100
2021-05-26,259.779999,262.320007,259.160004,261.369995,261.369995,5405300
2021-05-27,259.859985,260.640015,256.279999,259.470001,259.470001,7051200
2021-05-28,261.070007,263.149994,259.869995,260.019989,260.019989,4281800
2021-06-01,261.079987,263.420013,256.519989,259.269989,259.269989,5869600
2021-06-02,260.480011,264.779999,259.579987,262.170013,262.170013,6801800
2021-06-03,258.399994,260.980011,256.149994,257.790009,257.790009,4947100
2021-06-04,259.514008,263.459991,259.149994,263.040009,263.040009,4086100
2021-06-07,262.480011,262.940002,260.190002,260.600006,260.600006,3979800
