Date,Open,High,Low,Close,Adj Close,Volume
2020-11-27,28.809999,28.882000,27.049999,27.170000,27.170000,10939100
2020-11-30,27.580000,28.040001,25.320000,26.610001,26.610001,12751100
2020-12-01,28.000000,29.590000,27.120001,28.350000,28.350000,19013600
2020-12-02,28.000000,28.020000,26.290001,27.530001,27.530001,16387600
2020-12-03,27.790001,28.777000,27.559999,28.080000,28.080000,9189700
2020-12-04,28.200001,29.200001,28.150000,28.740000,28.740000,8686400
2020-12-07,29.570000,33.869999,29.040001,33.799999,33.799999,28137600
2020-12-08,33.070000,33.689999,31.610001,33.389999,33.389999,21554300
2020-12-09,34.000000,35.820000,30.510000,32.130001,32.130001,25956800
2020-12-10,30.230000,32.599998,29.610001,32.180000,32.180000,14617700
2020-12-11,31.950001,34.599998,31.860001,32.040001,32.040001,18496900
2020-12-14,27.110001,28.830000,26.379999,26.469999,26.469999,47120800
2020-12-15,26.910000,27.049999,24.379999,24.510000,24.510000,30830900
2020-12-16,24.980000,26.865999,24.510000,25.860001,25.860001,22639400
2020-12-17,25.650000,26.150000,24.700001,25.500000,25.500000,18523700
2020-12-18,24.000000,25.330000,23.780001,23.840000,23.840000,30338800
2020-12-21,24.170000,25.305000,23.920000,24.799999,24.799999,15844800
2020-12-22,25.420000,25.940001,24.350000,25.469999,25.469999,16910400
2020-12-23,25.549999,27.440001,25.230000,26.820000,26.820000,18300600
2020-12-24,26.809999,26.889999,25.260000,25.850000,25.850000,8784500
2020-12-28,26.160000,26.490000,23.610001,23.940001,23.940001,16217700
2020-12-29,24.040001,24.240000,23.010000,23.750000,23.750000,9346800
2020-12-30,23.889999,24.379999,23.650000,24.010000,24.010000,6347500
2020-12-31,24.090000,24.139999,23.250000,23.730000,23.730000,5721500
2021-01-04,23.959999,23.969999,22.879999,23.209999,23.209999,7677700
2021-01-05,23.080000,24.480000,22.959999,24.120001,24.120001,7564700
2021-01-06,24.030001,24.930000,23.719999,24.170000,24.170000,8053000
2021-01-07,25.250000,25.959999,24.690001,25.129999,25.129999,13066500
2021-01-08,25.660000,25.860001,24.799999,25.219999,25.219999,8509100
